type,subtype,ts,user,text,client_msg_id,team,user_team,source_team,user_profile,blocks,reactions,files,upload,display_as_bot,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,replies,is_locked,subscribed,parent_user_id,bot_id,bot_profile,last_read,attachments,edited,inviter,channel_name
message,,1617119626.0109,U01RSRE0N3D,"will miss this week, but I am free next week! :)",01cfca36-8c45-42f0-a47c-e59bdc6ba33b,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '5b0571ca5e6f', 'image_72': 'https://avatars.slack-edge.com/2021-03-18/1876877550179_5b0571ca5e6fe1f759fe_72.jpg', 'first_name': 'Kosta', 'real_name': 'Kosta', 'display_name': 'Kosta', 'team': 'T01RBRV5F7H', 'name': 'kostadin.mitkov', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'C8HWK', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'will miss this week, but I am free next week! :)'}]}]}]",,,,,1617118627.0101,,,,,,,,U01S7KCL3DF,,,,,,,funcommittee
message,,1616757006.0012,U01RW2X7S9Z,"Im going through all this so i can use words like ""multidimensional arrays"", and ""plot data in the matrix"" at work and it being normal",910b547e-87db-4c70-a894-c8ca4175c5be,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7e12d75d168a', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1880105796643_7e12d75d168ae25c167d_72.jpg', 'first_name': 'Alexandre', 'real_name': 'Alexandre Sommerkamp', 'display_name': 'Alexandre Sommerkamp', 'team': 'T01RBRV5F7H', 'name': 'alex.c.skp', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '3DVju', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Im going through all this so i can use words like ""multidimensional arrays"", and ""plot data in the matrix"" at work and it being normal'}]}]}]","[{'name': 'think-about-it', 'users': ['U01RSRE0N3D'], 'count': 1}]",,,,,,,,,,,,,,,,,,,funcommittee
message,,1616757020.0014,U01RW2X7S9Z,nerd,,T01RBRV5F7H,,,,"[{'type': 'image', 'block_id': '10=', 'image_url': 'https://media4.giphy.com/media/l0HlHFRbmaZtBRhXG/giphy.gif?cid=6104955e18132ee72f8264e27954281df1ff56314b813dbf&rid=giphy.gif&ct=g', 'alt_text': 'nerd', 'title': {'type': 'plain_text', 'text': 'nerd', 'emoji': True}, 'fallback': '480x270px image', 'image_width': 480, 'image_height': 270, 'image_bytes': 1699629, 'is_animated': True}, {'type': 'context', 'block_id': 'Prh', 'elements': [{'type': 'image', 'image_url': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_32.png', 'alt_text': 'giphy logo'}, {'type': 'mrkdwn', 'text': 'Posted using /giphy | GIF by <https://giphy.com/colbertlateshow/|The Late Show With Stephen Colbert>', 'verbatim': False}]}]",,,,,,,,,,,,,,B01S7FSR36Y,"{'id': 'B01S7FSR36Y', 'deleted': False, 'name': 'giphy', 'updated': 1616421896, 'app_id': 'A0F827J2C', 'icons': {'image_36': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png', 'image_48': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_48.png', 'image_72': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png'}, 'team_id': 'T01RBRV5F7H'}",,,,,funcommittee
message,,1616757037.0016,U01RXCQHMHT,palpatine well,,T01RBRV5F7H,,,,"[{'type': 'image', 'block_id': 'Lcid5', 'image_url': 'https://media4.giphy.com/media/9g8PH1MbwTy4o/giphy.gif?cid=6104955e85ee3c4cb324e269b225056d0dfe6f61ae412c5c&rid=giphy.gif&ct=g', 'alt_text': 'palpatine well', 'title': {'type': 'plain_text', 'text': 'palpatine well', 'emoji': True}, 'fallback': '245x160px image', 'image_width': 245, 'image_height': 160, 'image_bytes': 471696, 'is_animated': True}, {'type': 'context', 'block_id': '+22O', 'elements': [{'type': 'image', 'image_url': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_32.png', 'alt_text': 'giphy logo'}, {'type': 'mrkdwn', 'text': 'Posted using /giphy', 'verbatim': False}]}]",,,,,,,,,,,,,,B01S7FSR36Y,"{'id': 'B01S7FSR36Y', 'deleted': False, 'name': 'giphy', 'updated': 1616421896, 'app_id': 'A0F827J2C', 'icons': {'image_36': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png', 'image_48': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_48.png', 'image_72': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png'}, 'team_id': 'T01RBRV5F7H'}",,,,,funcommittee
message,,1616757116.0019,U01RSRE0N3D,multidimensional,,T01RBRV5F7H,,,,"[{'type': 'image', 'block_id': 'N7u', 'image_url': 'https://media2.giphy.com/media/VG2q7LKqdPkiiWTkuz/giphy.gif?cid=6104955efbfee8443250092dbfdbb777f3e008c5e34319e0&rid=giphy.gif&ct=g', 'alt_text': 'multidimensional', 'title': {'type': 'plain_text', 'text': 'multidimensional', 'emoji': True}, 'fallback': '480x270px image', 'image_width': 480, 'image_height': 270, 'image_bytes': 1470209, 'is_animated': True}, {'type': 'context', 'block_id': 'sI9Oo', 'elements': [{'type': 'image', 'image_url': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_32.png', 'alt_text': 'giphy logo'}, {'type': 'mrkdwn', 'text': 'Posted using /giphy | GIF by <https://giphy.com/daveonfxx/|DAVE>', 'verbatim': False}]}]","[{'name': 'joy', 'users': ['U01RN7BVD1C', 'U01SJKB2MG8', 'U01S1CWGTU4'], 'count': 3}]",,,,,,,,,,,,,B01S7FSR36Y,"{'id': 'B01S7FSR36Y', 'deleted': False, 'name': 'giphy', 'updated': 1616421896, 'app_id': 'A0F827J2C', 'icons': {'image_36': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png', 'image_48': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_48.png', 'image_72': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png'}, 'team_id': 'T01RBRV5F7H'}",,,,,funcommittee
message,,1616757136.0025,U01RXCQHMHT,<@U01RSRE0N3D> I see who is the hip hop head here,e7904843-f88c-426c-8511-3e13875ed60c,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7290c61c38a0', 'image_72': 'https://avatars.slack-edge.com/2021-03-22/1898002028225_7290c61c38a01ad66680_72.jpg', 'first_name': 'Thanh', 'real_name': 'Thanh Tung Ha Thuc DAFT Berlin March 2021', 'display_name': 'Tony Ha', 'team': 'T01RBRV5F7H', 'name': 'tony.hathuc', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'mDY', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'U01RSRE0N3D'}, {'type': 'text', 'text': ' I see who is the hip hop head here'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1616757151.0028,U01RSRE0N3D,"what can I say, I love LA",193c44f5-01ad-493e-a0d7-eeda8f62911a,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '5b0571ca5e6f', 'image_72': 'https://avatars.slack-edge.com/2021-03-18/1876877550179_5b0571ca5e6fe1f759fe_72.jpg', 'first_name': 'Kosta', 'real_name': 'Kosta', 'display_name': 'Kosta', 'team': 'T01RBRV5F7H', 'name': 'kostadin.mitkov', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '5Vw', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'what can I say, I love LA'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1616757599.0032,U01RXCQHMHT,Yessir,8f167bda-5422-49fe-8b7c-913cd7f2ef44,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7290c61c38a0', 'image_72': 'https://avatars.slack-edge.com/2021-03-22/1898002028225_7290c61c38a01ad66680_72.jpg', 'first_name': 'Thanh', 'real_name': 'Thanh Tung Ha Thuc DAFT Berlin March 2021', 'display_name': 'Tony Ha', 'team': 'T01RBRV5F7H', 'name': 'tony.hathuc', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'ZlL3F', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Yessir'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1616757609.0035,U01RXCQHMHT,:rolling_on_the_floor_laughing:,91e5c2b4-819c-4114-bd41-73c9ad8dcb70,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7290c61c38a0', 'image_72': 'https://avatars.slack-edge.com/2021-03-22/1898002028225_7290c61c38a01ad66680_72.jpg', 'first_name': 'Thanh', 'real_name': 'Thanh Tung Ha Thuc DAFT Berlin March 2021', 'display_name': 'Tony Ha', 'team': 'T01RBRV5F7H', 'name': 'tony.hathuc', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'T63/', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'emoji', 'name': 'rolling_on_the_floor_laughing'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1616757631.0039,U01RXCQHMHT,<@U01RSRE0N3D> UK drill is taking over,81338f05-4a21-44f7-9a6d-ad6204139493,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7290c61c38a0', 'image_72': 'https://avatars.slack-edge.com/2021-03-22/1898002028225_7290c61c38a01ad66680_72.jpg', 'first_name': 'Thanh', 'real_name': 'Thanh Tung Ha Thuc DAFT Berlin March 2021', 'display_name': 'Tony Ha', 'team': 'T01RBRV5F7H', 'name': 'tony.hathuc', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'GSt', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'U01RSRE0N3D'}, {'type': 'text', 'text': ' UK drill is taking over'}]}]}]","[{'name': 'smile', 'users': ['U01RSRE0N3D'], 'count': 1}, {'name': 'drum_with_drumsticks', 'users': ['U01S7KCL3DF'], 'count': 1}]",,,,,,,,,,,,,,,,,,,funcommittee
message,,1616760241.0045,U01SJKB2MG8,"<!channel>,",,,,,,"[{'type': 'rich_text', 'block_id': 'dx+5', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'broadcast', 'range': 'channel'}, {'type': 'text', 'text': ','}]}]}]","[{'name': 'joy', 'users': ['U01RSRE0N3D', 'U01S7BM4N81'], 'count': 2}]","[{'id': 'F01SJBJ01BM', 'created': 1616760236, 'timestamp': 1616760236, 'name': 'obi_wan_weekly_survey.jpg', 'title': 'obi_wan_weekly_survey.jpg', 'mimetype': 'image/jpeg', 'filetype': 'jpg', 'pretty_type': 'JPEG', 'user': 'U01SJKB2MG8', 'editable': False, 'size': 41122, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01SJBJ01BM/obi_wan_weekly_survey.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01SJBJ01BM/download/obi_wan_weekly_survey.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_64': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SJBJ01BM-eaf805120e/obi_wan_weekly_survey_64.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_80': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SJBJ01BM-eaf805120e/obi_wan_weekly_survey_80.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SJBJ01BM-eaf805120e/obi_wan_weekly_survey_360.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360_w': 360, 'thumb_360_h': 171, 'thumb_480': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SJBJ01BM-eaf805120e/obi_wan_weekly_survey_480.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_480_w': 480, 'thumb_480_h': 228, 'thumb_160': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01SJBJ01BM-eaf805120e/obi_wan_weekly_survey_160.jpg?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'original_w': 500, 'original_h': 238, 'thumb_tiny': 'AwAWADBsTRuQPKXB681YaBY8u6KABwQaohWQZP3T2pZJmlTaWY4HFFxkjXgBB8s+n3u1SAhV80LyByNxqjg8Bux61cLhVOSDu6UhotxnzYg+Rz2qtPsR2BiB/GmK8sMXyyfL6EVE0jyHk7jQJjkcrnIVs+op/nccxp19KiopiHmXOf3ac+1Hmnj93Hx/s0yigCVWaQNlYyPQilZSQPlRcegoh6NT/wCGgD//2Q==', 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01SJKB2MG8/F01SJBJ01BM/obi_wan_weekly_survey.jpg', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F01SJBJ01BM-2c0ae0984a', 'is_starred': False, 'has_rich_preview': False}]",0.0,0.0,,,,,,,,,,,,,,,,funcommittee
message,,1616760310.0051,U01RW2X7S9Z,,,,,,,,"[{'name': 'baby-yoda-soup', 'users': ['U01SJKB2MG8', 'U01RSRE0N3D'], 'count': 2}, {'name': 'surprised_owl', 'users': ['U01RSRE0N3D'], 'count': 1}]","[{'id': 'F01T7UYQQN4', 'created': 1616760307, 'timestamp': 1616760307, 'name': 'image.png', 'title': 'image.png', 'mimetype': 'image/png', 'filetype': 'png', 'pretty_type': 'PNG', 'user': 'U01RW2X7S9Z', 'editable': False, 'size': 384034, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01T7UYQQN4/image.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01T7UYQQN4/download/image.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_64': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01T7UYQQN4-1b025b6d96/image_64.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_80': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01T7UYQQN4-1b025b6d96/image_80.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01T7UYQQN4-1b025b6d96/image_360.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360_w': 360, 'thumb_360_h': 323, 'thumb_480': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01T7UYQQN4-1b025b6d96/image_480.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_480_w': 480, 'thumb_480_h': 431, 'thumb_160': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01T7UYQQN4-1b025b6d96/image_160.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'original_w': 506, 'original_h': 454, 'thumb_tiny': 'AwArADC7vHJByM0x36HnHXrVFLnbM6n+8cj15qaeUCJWjzgnBIGSPamIm3MOcHH1qNkyxOws2MY3Y59aYI28rJLBvQuf6VCpmL4w6nrknIpDHTxTPt8tShA5G/rzVWCST7RGC7ffHf3p08k0cn32GemGqOAk3MZPXeP50AJN/r3/AN4/zq5YszhtwJA7+tU5v9c/+8f51atmkFuVT5SDkkigCyQpkwHO8du35UrJuXGMHOciqJLrcB93PcjtVmOSRM5cNn0oAbdRjyjlec5Bz0qpbLmeM+jD+dTztNKfL2gZ5wDTIUeOeMMpXLjqPemBfSFImZgAXJJyaexJAGM5460pRTOc+nrT/LT0/WgCIjnAjA9s/wCfSkXr9zP41MY19P1pvlrnofzpAV3iYXCSYGMbTzU6sGKggEZHWo541wOv4MamRF+U49KAP//Z', 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01RW2X7S9Z/F01T7UYQQN4/image.png', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F01T7UYQQN4-e916ee0d77', 'is_starred': False, 'has_rich_preview': False}]",0.0,0.0,,,,,,,,,,,,,,,,funcommittee
message,,1616763804.006,U01RXCQHMHT,palpatine,,T01RBRV5F7H,,,,"[{'type': 'image', 'block_id': 'lAW', 'image_url': 'https://media2.giphy.com/media/3oKIPzLXQYb2Bn5PLG/giphy-downsized.gif?cid=6104955ec497a63d2b105d264d307687ab99791d8af47abd&rid=giphy-downsized.gif&ct=g', 'alt_text': 'palpatine', 'title': {'type': 'plain_text', 'text': 'palpatine', 'emoji': True}, 'fallback': '480x204px image', 'image_width': 480, 'image_height': 204, 'image_bytes': 1952692, 'is_animated': True}, {'type': 'context', 'block_id': 'uAm', 'elements': [{'type': 'image', 'image_url': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_32.png', 'alt_text': 'giphy logo'}, {'type': 'mrkdwn', 'text': 'Posted using /giphy | GIF by <https://giphy.com/starwars/|Star Wars>', 'verbatim': False}]}]",,,,,,,,,,,,,,B01S7FSR36Y,"{'id': 'B01S7FSR36Y', 'deleted': False, 'name': 'giphy', 'updated': 1616421896, 'app_id': 'A0F827J2C', 'icons': {'image_36': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png', 'image_48': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_48.png', 'image_72': 'https://a.slack-edge.com/dc483/img/plugins/giphy/service_72.png'}, 'team_id': 'T01RBRV5F7H'}",,,,,funcommittee
message,,1619162667.0004,U01RS9Y6UJH,I know that feeling,0d7110a4-bfce-49fe-80f6-e0bdc3786252,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'g7e6abc9bdfa', 'image_72': 'https://secure.gravatar.com/avatar/0b6817bbfcc61df49d13ad0519e4d67e.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0024-72.png', 'first_name': '', 'real_name': 'Neil Corteen', 'display_name': '', 'team': 'T01RBRV5F7H', 'name': 'neilcorteen', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'ixur', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I know that feeling'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1619162773.0021,U01RS9Y6UJH,"what are the rules now on actually meeting up in person, Im sure a picknik in the park would be great, itll be warmer soon… famous last words",e98e3b2d-afec-4a4f-9aae-dd8777c0d616,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'g7e6abc9bdfa', 'image_72': 'https://secure.gravatar.com/avatar/0b6817bbfcc61df49d13ad0519e4d67e.jpg?s=72&d=https%3A%2F%2Fa.slack-edge.com%2Fdf10d%2Fimg%2Favatars%2Fava_0024-72.png', 'first_name': '', 'real_name': 'Neil Corteen', 'display_name': '', 'team': 'T01RBRV5F7H', 'name': 'neilcorteen', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'mdYH', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'what are the rules now on actually meeting up in person, Im sure a picknik in the park would be great, itll be warmer soon… famous last words'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1616582711.0013,U01S7KCL3DF,"on the topic of socialising with classmates and taking a break.... if anyone ever wants to take a stroll with a real life human i'd be up for that :man-walking: .

(according to whatever the covid rules are at the time, of course)",42576c77-1057-4acf-9660-a552625b6925,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'NHvU', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""on the topic of socialising with classmates and taking a break.... if anyone ever wants to take a stroll with a real life human i'd be up for that ""}, {'type': 'emoji', 'name': 'man-walking'}, {'type': 'text', 'text': ' .\n\n(according to whatever the covid rules are at the time, of course)'}]}]}]","[{'name': 'raised_hands', 'users': ['U01S7BM4N81', 'U01RN7BVD1C', 'U01RSRE0N3D', 'U01S1CWGTU4', 'U01RV3K524T', 'U01S081EULS'], 'count': 6}, {'name': 'pizza', 'users': ['U01RW2X7S9Z'], 'count': 1}, {'name': 'clap', 'users': ['U01S79YDELR'], 'count': 1}]",,,,1616582711.0013,4.0,2.0,1616583862.0033,"['U01S7KCL3DF', 'U01RW2X7S9Z']","[{'user': 'U01S7KCL3DF', 'ts': '1616583778.002500'}, {'user': 'U01RW2X7S9Z', 'ts': '1616583795.002700'}, {'user': 'U01RW2X7S9Z', 'ts': '1616583817.002900'}, {'user': 'U01S7KCL3DF', 'ts': '1616583862.003300'}]",0.0,0.0,,,,,,,,funcommittee
message,,1616583349.0016,U01S7BM4N81,"Sure, great idea sam :slightly_smiling_face:",6a1d5d1b-527a-4209-93d1-b172e3b45095,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'ORe', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Sure, great idea sam '}, {'type': 'emoji', 'name': 'slightly_smiling_face'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1616583375.0019,U01RXCQHMHT,"Yeah, would be up for it as well.",23ca9e76-2538-4d21-9a5c-cd27ca27da1c,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7290c61c38a0', 'image_72': 'https://avatars.slack-edge.com/2021-03-22/1898002028225_7290c61c38a01ad66680_72.jpg', 'first_name': 'Thanh', 'real_name': 'Thanh Tung Ha Thuc DAFT Berlin March 2021', 'display_name': 'Tony Ha', 'team': 'T01RBRV5F7H', 'name': 'tony.hathuc', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'k2W', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Yeah, would be up for it as well.'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1616583406.0022,U01RKN0EGDV,"yes, me too!",ec84bdc0-179b-4c61-8b53-949e00fcd991,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'abe46e9352ee', 'image_72': 'https://avatars.slack-edge.com/2021-03-24/1878427345639_abe46e9352ee26531094_72.jpg', 'first_name': 'Marian', 'real_name': 'Marian Moreno', 'display_name': 'Marian (she/her)', 'team': 'T01RBRV5F7H', 'name': 'marimor62', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'PcArc', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'yes, me too!'}]}]}]",,,,,,,,,,,,,,,,,,,,funcommittee
message,,1616583778.0025,U01S7KCL3DF,"<@U01RW2X7S9Z> not :pizza: , you bring us :doughnut:",599124c7-a312-4c00-89bc-6d0eca59c74b,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'bAu6v', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'U01RW2X7S9Z'}, {'type': 'text', 'text': ' not '}, {'type': 'emoji', 'name': 'pizza'}, {'type': 'text', 'text': ' , you bring us '}, {'type': 'emoji', 'name': 'doughnut'}]}]}]",,,,,1616582711.0013,,,,,,,,U01S7KCL3DF,,,,,,,funcommittee
message,,1616583795.0027,U01RW2X7S9Z,can def do that,b7d10250-93b3-4bca-8f86-6c9fb03b858e,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7e12d75d168a', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1880105796643_7e12d75d168ae25c167d_72.jpg', 'first_name': 'Alexandre', 'real_name': 'Alexandre Sommerkamp', 'display_name': 'Alexandre Sommerkamp', 'team': 'T01RBRV5F7H', 'name': 'alex.c.skp', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'abMY6', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'can def do that'}]}]}]",,,,,1616582711.0013,,,,,,,,U01S7KCL3DF,,,,,,,funcommittee
message,,1616583817.0029,U01RW2X7S9Z,"shop closes at 6, can take as much as i want, my wife works at one of the shops",a1ac7276-2de1-475f-81e5-39c9187d1ead,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7e12d75d168a', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1880105796643_7e12d75d168ae25c167d_72.jpg', 'first_name': 'Alexandre', 'real_name': 'Alexandre Sommerkamp', 'display_name': 'Alexandre Sommerkamp', 'team': 'T01RBRV5F7H', 'name': 'alex.c.skp', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'O2kr', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'shop closes at 6, can take as much as i want, my wife works at one of the shops'}]}]}]",,,,,1616582711.0013,,,,,,,,U01S7KCL3DF,,,,,,,funcommittee
