type,subtype,ts,user,text,client_msg_id,team,user_team,source_team,user_profile,attachments,blocks,edited,reactions,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,replies,is_locked,subscribed,last_read,parent_user_id,files,upload,display_as_bot,bot_id,bot_profile,inviter,channel_name
message,,1620980710.004,U01RW2X7S9Z,"i'm getting out of netflix this month, and probably will subscribe to prime haha",fd26a52b-bac7-4e58-b612-a4eadb7fe869,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7e12d75d168a', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1880105796643_7e12d75d168ae25c167d_72.jpg', 'first_name': 'Alexandre', 'real_name': 'Alexandre Sommerkamp', 'display_name': 'Alexandre Sommerkamp', 'team': 'T01RBRV5F7H', 'name': 'alex.c.skp', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': '7EkT2', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""i'm getting out of netflix this month, and probably will subscribe to prime haha""}]}]}]",,,1620980632.0033,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1620980719.0042,U01S0E0MRJ7,last 2 seasons kinda suck tho,20aec065-e415-41be-9bc8-489256853e6a,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'ad6853d3a1f4', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1993872127808_ad6853d3a1f43da8ec48_72.jpg', 'first_name': '', 'real_name': 'Davis Pudans', 'display_name': 'Davis Pudans', 'team': 'T01RBRV5F7H', 'name': 'd.pudans', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'KmWi', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'last 2 seasons kinda suck tho'}]}]}]",,,1620980632.0033,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1620980731.0044,U01RRV4JX6Z,I liked all of them :slightly_smiling_face:,245f0c48-b9da-4abb-bfca-0aefcf1350c8,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'ygx5', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I liked all of them '}, {'type': 'emoji', 'name': 'slightly_smiling_face'}]}]}]",,,1620980632.0033,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1620980735.0046,U01S0E0MRJ7,1st 2 agree,031b7ebe-28d9-456b-8bca-315ab970ef61,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'ad6853d3a1f4', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1993872127808_ad6853d3a1f43da8ec48_72.jpg', 'first_name': '', 'real_name': 'Davis Pudans', 'display_name': 'Davis Pudans', 'team': 'T01RBRV5F7H', 'name': 'd.pudans', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'uU9', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': '1st 2 agree'}]}]}]",,,1620980632.0033,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1620980772.0048,U01RW2X7S9Z,para quedarse en la vibra: <https://open.spotify.com/playlist/37i9dQZF1E8IxWR0vunUR6?si=d8553e4f37924550>,4bd82eaf-43a6-421c-a1e2-dd6828721db1,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7e12d75d168a', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1880105796643_7e12d75d168ae25c167d_72.jpg', 'first_name': 'Alexandre', 'real_name': 'Alexandre Sommerkamp', 'display_name': 'Alexandre Sommerkamp', 'team': 'T01RBRV5F7H', 'name': 'alex.c.skp', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'Spotify', 'service_url': 'https://spotify.com', 'title': 'Volare Radio', 'title_link': 'https://open.spotify.com/playlist/37i9dQZF1E8IxWR0vunUR6?si=d8553e4f37924550', 'thumb_url': 'https://seeded-session-images.scdn.co/v1/img/track/4uLTLbh4R5RHww4hJdnVMv/en', 'thumb_width': 640, 'thumb_height': 640, 'fallback': 'Spotify Audio: Volare Radio', 'audio_html': '<iframe width=""300"" height=""380"" allowtransparency=""true"" frameborder=""0"" allow=""encrypted-media"" title=""Spotify Embed: Volare Radio"" src=""https://open.spotify.com/embed/playlist/37i9dQZF1E8IxWR0vunUR6?si=d8553e4f37924550""></iframe>', 'audio_html_width': 300, 'audio_html_height': 380, 'from_url': 'https://open.spotify.com/playlist/37i9dQZF1E8IxWR0vunUR6?si=d8553e4f37924550', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/spotify.png', 'id': 1, 'original_url': 'https://open.spotify.com/playlist/37i9dQZF1E8IxWR0vunUR6?si=d8553e4f37924550'}]","[{'type': 'rich_text', 'block_id': '=3O7l', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'para quedarse en la vibra: '}, {'type': 'link', 'url': 'https://open.spotify.com/playlist/37i9dQZF1E8IxWR0vunUR6?si=d8553e4f37924550'}]}]}]",,,1620980335.0019,,,,,,,,,U01RW2X7S9Z,,,,,,,music
message,,1620980784.0051,U01RRV4JX6Z,"As a whole, i dont think that Amazon Prime Video is good",696a5141-5b07-4b47-86cd-465ac651e64f,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'z9uN', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'As a whole, i dont think that Amazon Prime Video is good'}]}]}]",,,1620980632.0033,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1620980797.0053,U01RRV4JX6Z,Netflix is much better,aee93ae7-4ba1-495a-80d6-e19987aa4847,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'zciWb', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Netflix is much better'}]}]}]",,,1620980632.0033,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1620980904.0055,U01S0E0MRJ7,half of the movies on amazon are only in dubbed german :face_with_rolling_eyes:,d2e48e66-a910-4d08-a680-4f38e329681a,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'ad6853d3a1f4', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1993872127808_ad6853d3a1f43da8ec48_72.jpg', 'first_name': '', 'real_name': 'Davis Pudans', 'display_name': 'Davis Pudans', 'team': 'T01RBRV5F7H', 'name': 'd.pudans', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'ooI5', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'half of the movies on amazon are only in dubbed german '}, {'type': 'emoji', 'name': 'face_with_rolling_eyes'}]}]}]",,,1620980632.0033,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1620980911.0057,U01RRV4JX6Z,"I wouldnt sign it up. Because I'm enrolled at an university as a PhD candidate, I got Amazon prime for free out of the blue as a promotion. But I dont really like it besides The Expanse",ec05c0c7-5c87-48fe-8d32-226a8cdcc5b3,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'UIUYB', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': ""I wouldnt sign it up. Because I'm enrolled at an university as a PhD candidate, I got Amazon prime for free out of the blue as a promotion. But I dont really like it besides The Expanse""}]}]}]",,,1620980632.0033,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1620980919.0059,U01RRV4JX6Z,"Yeah, this sucks very much",68854fa4-8df1-4dcf-a2da-27261fb8bd9e,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'O8x1', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Yeah, this sucks very much'}]}]}]",,,1620980632.0033,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1620980945.0061,U01RRV4JX6Z,Germans are so cultured people. I dont know why they like dubbed movies,62f8ada1-c7e5-4a76-89f9-57c56df9c625,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'gnllJ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Germans are so cultured people. I dont know why they like dubbed movies'}]}]}]",,,1620980632.0033,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1620981270.0064,U01S1CWGTU4,<https://www.youtube.com/watch?v=2L5I3l3vZ0w>,dc9129fd-a21a-4b62-aeed-a3cd2b07410a,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '09076999792d', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1868032103895_09076999792d539af81c_72.png', 'first_name': '', 'real_name': 'Antonio Saleme Sastre', 'display_name': 'Antonio Saleme Sastre', 'team': 'T01RBRV5F7H', 'name': 'salemesastre', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'zucchero feat.cheb mami cosi celeste(original) full version', 'title_link': 'https://www.youtube.com/watch?v=2L5I3l3vZ0w', 'author_name': 'piffy85', 'author_link': 'https://www.youtube.com/user/piffy85', 'thumb_url': 'https://i.ytimg.com/vi/2L5I3l3vZ0w/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: zucchero feat.cheb mami cosi celeste(original) full version', 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/2L5I3l3vZ0w?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'from_url': 'https://www.youtube.com/watch?v=2L5I3l3vZ0w', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=2L5I3l3vZ0w'}]","[{'type': 'rich_text', 'block_id': 'ol+', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.youtube.com/watch?v=2L5I3l3vZ0w'}]}]}]",,,,,,,,,,,,,,,,,,,music
message,,1620981548.0067,U01RRV4JX6Z,<https://www.youtube.com/watch?v=fCPFkR87uRE>,30863440-8832-4d23-88a7-7cdb20578954,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'bill evans- In a sentimental mood (1967)', 'title_link': 'https://www.youtube.com/watch?v=fCPFkR87uRE', 'author_name': 'esperipoctialito', 'author_link': 'https://www.youtube.com/c/esperipoctialitogoogleargentina', 'thumb_url': 'https://i.ytimg.com/vi/fCPFkR87uRE/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: bill evans- In a sentimental mood (1967)', 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/fCPFkR87uRE?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'from_url': 'https://www.youtube.com/watch?v=fCPFkR87uRE', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=fCPFkR87uRE'}]","[{'type': 'rich_text', 'block_id': 'WfF', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.youtube.com/watch?v=fCPFkR87uRE'}]}]}]",,"[{'name': 'raised_hands', 'users': ['U01RW2X7S9Z'], 'count': 1}]",,,,,,,,,,,,,,,,,music
message,,1620981977.0071,U01RRV4JX6Z,<https://www.youtube.com/watch?v=eZ6F_Lphrho>,cfc64c08-530d-4ea5-9989-2b75f12a99e9,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Samba de Orly - Toquinho &amp; Vinícius', 'title_link': 'https://www.youtube.com/watch?v=eZ6F_Lphrho', 'author_name': 'EdgarRodrigues', 'author_link': 'https://www.youtube.com/user/EdgarRodrigues', 'thumb_url': 'https://i.ytimg.com/vi/eZ6F_Lphrho/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Samba de Orly - Toquinho & Vinícius', 'video_html': '<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/eZ6F_Lphrho?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 300, 'from_url': 'https://www.youtube.com/watch?v=eZ6F_Lphrho', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=eZ6F_Lphrho'}]","[{'type': 'rich_text', 'block_id': 'I74', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.youtube.com/watch?v=eZ6F_Lphrho'}]}]}]",,,,,,,,,,,,,,,,,,,music
message,,1620986905.0074,U01RKN0EGDV,<https://youtu.be/vO5kmgKrQzA>,31fa5c3f-8ee3-4506-8bd3-faebec84d49c,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': 'abe46e9352ee', 'image_72': 'https://avatars.slack-edge.com/2021-03-24/1878427345639_abe46e9352ee26531094_72.jpg', 'first_name': 'Marian', 'real_name': 'Marian Moreno', 'display_name': 'Marian (she/her)', 'team': 'T01RBRV5F7H', 'name': 'marimor62', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Lágrimas de Sangre - Quemar el mar (Videoclip oficial)', 'title_link': 'https://youtu.be/vO5kmgKrQzA', 'author_name': 'Lágrimas de Sangre', 'author_link': 'https://www.youtube.com/c/LágrimasDeSangre', 'thumb_url': 'https://i.ytimg.com/vi/vO5kmgKrQzA/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Lágrimas de Sangre - Quemar el mar (Videoclip oficial)', 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/vO5kmgKrQzA?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'from_url': 'https://youtu.be/vO5kmgKrQzA', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://youtu.be/vO5kmgKrQzA'}]","[{'type': 'rich_text', 'block_id': 'Pe8', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://youtu.be/vO5kmgKrQzA'}]}]}]",,"[{'name': 'hugging_face', 'users': ['U01S1CWGTU4'], 'count': 1}]",,,,,,,,,,,,,,,,,music
message,,1620987986.0077,U01RRV4JX6Z,<https://www.youtube.com/watch?v=cg1wDc9JVB4>,67276c81-60d8-427d-a254-5b479b1b81af,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Jorge Drexler - Al otro lado del rio (video clip)', 'title_link': 'https://www.youtube.com/watch?v=cg1wDc9JVB4', 'author_name': 'Jorge Drexler', 'author_link': 'https://www.youtube.com/c/oficialjorgedrexler', 'thumb_url': 'https://i.ytimg.com/vi/cg1wDc9JVB4/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Jorge Drexler - Al otro lado del rio (video clip)', 'video_html': '<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/cg1wDc9JVB4?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 300, 'from_url': 'https://www.youtube.com/watch?v=cg1wDc9JVB4', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=cg1wDc9JVB4'}]","[{'type': 'rich_text', 'block_id': 'n9Hl', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.youtube.com/watch?v=cg1wDc9JVB4'}]}]}]",,,,,,,,,,,,,,,,,,,music
message,,1620988272.008,U01RRV4JX6Z,<https://www.youtube.com/watch?v=9MzeJLs6yj0>,fca4dd95-9319-4f1c-a3bf-c38919036e57,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Acústico MTV Titãs - Go Back - Sérgio Britto e Torquato Neto -  Fito Paez', 'title_link': 'https://www.youtube.com/watch?v=9MzeJLs6yj0', 'author_name': 'Flavio Morais', 'author_link': 'https://www.youtube.com/user/madeinpiaui', 'thumb_url': 'https://i.ytimg.com/vi/9MzeJLs6yj0/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Acústico MTV Titãs - Go Back - Sérgio Britto e Torquato Neto -  Fito Paez', 'video_html': '<iframe width=""400"" height=""300"" src=""https://www.youtube.com/embed/9MzeJLs6yj0?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 300, 'from_url': 'https://www.youtube.com/watch?v=9MzeJLs6yj0', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=9MzeJLs6yj0'}]","[{'type': 'rich_text', 'block_id': 'FLX', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.youtube.com/watch?v=9MzeJLs6yj0'}]}]}]",,,1620988272.008,14.0,3.0,1621014322.0167,"['U01S1CWGTU4', 'U01RRV4JX6Z', 'U01S7KCL3DF']","[{'user': 'U01S1CWGTU4', 'ts': '1620988413.008200'}, {'user': 'U01S1CWGTU4', 'ts': '1620988506.008500'}, {'user': 'U01RRV4JX6Z', 'ts': '1620988668.009100'}, {'user': 'U01RRV4JX6Z', 'ts': '1620988821.009300'}, {'user': 'U01S1CWGTU4', 'ts': '1620989057.009600'}, {'user': 'U01S1CWGTU4', 'ts': '1620989968.011200'}, {'user': 'U01S7KCL3DF', 'ts': '1620998012.014200'}, {'user': 'U01S7KCL3DF', 'ts': '1620998153.014400'}, {'user': 'U01S1CWGTU4', 'ts': '1620999682.014800'}, {'user': 'U01S7KCL3DF', 'ts': '1621000014.015000'}, {'user': 'U01RRV4JX6Z', 'ts': '1621000183.015300'}, {'user': 'U01S1CWGTU4', 'ts': '1621000863.015600'}, {'user': 'U01S7KCL3DF', 'ts': '1621003335.016200'}, {'user': 'U01S1CWGTU4', 'ts': '1621014322.016700'}]",0.0,0.0,,,,,,,,,music
message,,1620988413.0082,U01S1CWGTU4,Fito :heart:,5d8a7dad-7816-4bf5-9090-193fd8c66b32,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '09076999792d', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1868032103895_09076999792d539af81c_72.png', 'first_name': '', 'real_name': 'Antonio Saleme Sastre', 'display_name': 'Antonio Saleme Sastre', 'team': 'T01RBRV5F7H', 'name': 'salemesastre', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'iP5Px', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Fito '}, {'type': 'emoji', 'name': 'heart'}]}]}]",,"[{'name': 'heart', 'users': ['U01RRV4JX6Z'], 'count': 1}]",1620988272.008,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1620988506.0085,U01S1CWGTU4,"""El amor despues del amor"", one of the best CDs I know.",aceb3c4f-ec87-4bdf-a7af-dc2d0589f2b6,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '09076999792d', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1868032103895_09076999792d539af81c_72.png', 'first_name': '', 'real_name': 'Antonio Saleme Sastre', 'display_name': 'Antonio Saleme Sastre', 'team': 'T01RBRV5F7H', 'name': 'salemesastre', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'kw5', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': '""El amor despues del amor"", one of the best CDs I know.'}]}]}]",,,1620988272.008,,,,,,,,,U01RRV4JX6Z,,,,,,,music
message,,1620988598.0088,U01S1CWGTU4,<https://www.youtube.com/watch?v=XGSs_toCZeE>,2725deff-ef4f-4162-8a28-428c0eca3333,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '09076999792d', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1868032103895_09076999792d539af81c_72.png', 'first_name': '', 'real_name': 'Antonio Saleme Sastre', 'display_name': 'Antonio Saleme Sastre', 'team': 'T01RBRV5F7H', 'name': 'salemesastre', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'YouTube', 'service_url': 'https://www.youtube.com/', 'title': 'Fito Paez - La Rueda Mágica (En Vivo)', 'title_link': 'https://www.youtube.com/watch?v=XGSs_toCZeE', 'author_name': 'FitoPaezVEVO', 'author_link': 'https://www.youtube.com/user/FitoPaezVEVO', 'thumb_url': 'https://i.ytimg.com/vi/XGSs_toCZeE/hqdefault.jpg', 'thumb_width': 480, 'thumb_height': 360, 'fallback': 'YouTube Video: Fito Paez - La Rueda Mágica (En Vivo)', 'video_html': '<iframe width=""400"" height=""225"" src=""https://www.youtube.com/embed/XGSs_toCZeE?feature=oembed&autoplay=1&iv_load_policy=3"" frameborder=""0"" allow=""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>', 'video_html_width': 400, 'video_html_height': 225, 'from_url': 'https://www.youtube.com/watch?v=XGSs_toCZeE', 'service_icon': 'https://a.slack-edge.com/80588/img/unfurl_icons/youtube.png', 'id': 1, 'original_url': 'https://www.youtube.com/watch?v=XGSs_toCZeE'}]","[{'type': 'rich_text', 'block_id': 'CCEkp', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.youtube.com/watch?v=XGSs_toCZeE'}]}]}]",,"[{'name': 'raised_hands', 'users': ['U01RRV4JX6Z'], 'count': 1}]",,,,,,,,,,,,,,,,,music
message,,1620988668.0091,U01RRV4JX6Z,This was a magical encounter of the Brazilian band Titas and Fito,9fa611b0-d9a3-42e4-94ca-89dcaefbe3ef,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '339c4d69b7d9', 'image_72': 'https://avatars.slack-edge.com/2021-04-14/1961122781618_339c4d69b7d9fe16343a_72.jpg', 'first_name': '', 'real_name': 'Francisco Ebeling', 'display_name': 'Francisco Ebeling', 'team': 'T01RBRV5F7H', 'name': 'ebelingbarros', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'U=hcd', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'This was a magical encounter of the Brazilian band Titas and Fito'}]}]}]",,"[{'name': 'raised_hands', 'users': ['U01S1CWGTU4'], 'count': 1}]",1620988272.008,,,,,,,,,U01RRV4JX6Z,,,,,,,music
