type,subtype,ts,user,text,inviter,client_msg_id,team,user_team,source_team,user_profile,blocks,thread_ts,parent_user_id,reactions,reply_count,reply_users_count,latest_reply,reply_users,replies,is_locked,subscribed,last_read,attachments,files,upload,display_as_bot,edited,channel_name
message,,1620823648.0209,U01RW2X7S9Z,Ooff this is a tough one,,8be5dd1c-19a4-4912-96db-0c0f48c2f048,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7e12d75d168a', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1880105796643_7e12d75d168ae25c167d_72.jpg', 'first_name': 'Alexandre', 'real_name': 'Alexandre Sommerkamp', 'display_name': 'Alexandre Sommerkamp', 'team': 'T01RBRV5F7H', 'name': 'alex.c.skp', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'zEk', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Ooff this is a tough one'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620823659.0211,U01RW2X7S9Z,can you paste one link here?,,8a590246-a617-4170-9db6-693b20b900b7,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7e12d75d168a', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1880105796643_7e12d75d168ae25c167d_72.jpg', 'first_name': 'Alexandre', 'real_name': 'Alexandre Sommerkamp', 'display_name': 'Alexandre Sommerkamp', 'team': 'T01RBRV5F7H', 'name': 'alex.c.skp', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'Y+Iec', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'can you paste one link here?'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620823715.0213,U01S7BM4N81,could be ordinal dates..,,c246d1f2-9058-4f88-81d8-dbbeabf90858,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'NKW', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'could be ordinal dates..'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620823743.0215,U01S7BM4N81,"scratch that, probably not",,442b292e-99a7-45c8-95cb-286ff24d1b5b,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'wRxS', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'scratch that, probably not'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620823836.0217,U01RN7BVD1C,<https://www.offiziellecharts.de/charts/single/for-date-1620390068000>,,a1b4a813-1d03-4483-8715-99bbda8d5e95,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '55e0c1b57456', 'image_72': 'https://avatars.slack-edge.com/2021-03-20/1882033802643_55e0c1b574562994417f_72.jpg', 'first_name': 'Josephine', 'real_name': 'Josephine Biedermann', 'display_name': 'Phine', 'team': 'T01RBRV5F7H', 'name': 'josephinebiedermann', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'Q2aH', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://www.offiziellecharts.de/charts/single/for-date-1620390068000'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,"[{'title': 'Offizielle Deutsche Charts - Offizielle Deutsche Charts', 'title_link': 'https://www.offiziellecharts.de/charts/single/for-date-1620390068000', 'text': 'Hier gibt’s die Offiziellen Deutschen Charts in ihrer ganzen Vielfalt. Denn: Hier zählt die Musik.', 'fallback': 'Offizielle Deutsche Charts - Offizielle Deutsche Charts', 'from_url': 'https://www.offiziellecharts.de/charts/single/for-date-1620390068000', 'service_icon': 'https://www.offiziellecharts.de/templates/gfktemplate/favicon.ico', 'service_name': 'offiziellecharts.de', 'id': 1, 'original_url': 'https://www.offiziellecharts.de/charts/single/for-date-1620390068000'}]",,,,,finalproject
message,,1620823872.022,U01RN7BVD1C,found another issue: the last 7 digits change for the same page with every refresh :scream_cat:,,802204b2-4e26-408c-aa5f-1cb3091cb95d,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '55e0c1b57456', 'image_72': 'https://avatars.slack-edge.com/2021-03-20/1882033802643_55e0c1b574562994417f_72.jpg', 'first_name': 'Josephine', 'real_name': 'Josephine Biedermann', 'display_name': 'Phine', 'team': 'T01RBRV5F7H', 'name': 'josephinebiedermann', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'xv8', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'found another issue: the last 7 digits change for the same page with every refresh '}, {'type': 'emoji', 'name': 'scream_cat'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620823977.0222,U01S7BM4N81,find another datasource maybe? :smile:,,e5837464-52d0-4bc7-994f-5c6f1912f692,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'KCKBH', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'find another datasource maybe? '}, {'type': 'emoji', 'name': 'smile'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620823991.0224,U01S7BM4N81,<http://www.mtv.de/charts/c6mc86/single-top-100>,,c9738db2-7adf-4e7e-aa0a-2686f49a055d,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'lnGF', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'http://www.mtv.de/charts/c6mc86/single-top-100'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,"[{'title': 'Offizielle Single Top 100 - Musik Charts | MTV Germany', 'title_link': 'http://www.mtv.de/charts/c6mc86/single-top-100', 'text': 'Bleibt up to date und seht als erstes die offiziellen deutschen Charts. Wir bieten euch alles zu den aktuellen Charts: Top 100 Single Charts, Top 100 Album Charts, Hip Hop Charts, und viele mehr.', 'fallback': 'Offizielle Single Top 100 - Musik Charts | MTV Germany', 'thumb_url': 'http://mtv-intl.mtvnimages.com/images/default/unavailable-image.jpg?ep=mtv.de&format=jpg&quality=0.8', 'from_url': 'http://www.mtv.de/charts/c6mc86/single-top-100', 'thumb_width': 2560, 'thumb_height': 1440, 'service_icon': 'http://www.mtv.de/sitewide/images/brand/mtv/apple-touch-icon-57x57.png', 'service_name': '\xa0', 'id': 1, 'original_url': 'http://www.mtv.de/charts/c6mc86/single-top-100'}]",,,,,finalproject
message,,1620823996.0227,U01RN7BVD1C,hahahaaha NOOOO I need this one,,29e89a6c-f50f-4b42-9c96-9ef18b30cae9,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '55e0c1b57456', 'image_72': 'https://avatars.slack-edge.com/2021-03-20/1882033802643_55e0c1b574562994417f_72.jpg', 'first_name': 'Josephine', 'real_name': 'Josephine Biedermann', 'display_name': 'Phine', 'team': 'T01RBRV5F7H', 'name': 'josephinebiedermann', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '++z', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'hahahaaha NOOOO I need this one'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620824012.0229,U01RN7BVD1C,hm ok yeah maybe this works :stuck_out_tongue: Thanks Thamo,,80f5f2b0-5ab2-467e-9542-72acc3d78e19,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '55e0c1b57456', 'image_72': 'https://avatars.slack-edge.com/2021-03-20/1882033802643_55e0c1b574562994417f_72.jpg', 'first_name': 'Josephine', 'real_name': 'Josephine Biedermann', 'display_name': 'Phine', 'team': 'T01RBRV5F7H', 'name': 'josephinebiedermann', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'aIEC', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'hm ok yeah maybe this works '}, {'type': 'emoji', 'name': 'stuck_out_tongue'}, {'type': 'text', 'text': ' Thanks Thamo'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620824031.0231,U01S7BM4N81,"Porbably not, cause it has infinite scroll :smile:",,c7a4c01d-e68d-44b7-9e43-f35dc9935dd6,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'uG9gT', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Porbably not, cause it has infinite scroll '}, {'type': 'emoji', 'name': 'smile'}]}]}]",1620823548.0206,U01RN7BVD1C,"[{'name': 'exploding_head', 'users': ['U01RN7BVD1C'], 'count': 1}]",,,,,,,,,,,,,,finalproject
message,,1620824051.0233,U01S7BM4N81,<https://musicbrainz.org/> was failry easy to scrape but I don’t know if this helps you,,4a46f6d5-8f09-48af-8649-0f509ddca2ff,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'TVk', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://musicbrainz.org/'}, {'type': 'text', 'text': ' was failry easy to scrape but I don’t know if this helps you'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620824107.0235,U01RW2X7S9Z,"you can find the link to the next week page, and use it to access the next page",,,,,,,"[{'type': 'rich_text', 'block_id': 'XA2jY', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'you can find the link to the next week page, and use it to access the next page'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,"[{'id': 'F022D2JLTGQ', 'created': 1620824086, 'timestamp': 1620824086, 'name': 'image.png', 'title': 'image.png', 'mimetype': 'image/png', 'filetype': 'png', 'pretty_type': 'PNG', 'user': 'U01RW2X7S9Z', 'editable': False, 'size': 232615, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F022D2JLTGQ/image.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F022D2JLTGQ/download/image.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_64': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022D2JLTGQ-f3095196b4/image_64.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_80': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022D2JLTGQ-f3095196b4/image_80.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_360': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022D2JLTGQ-f3095196b4/image_360.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_360_w': 360, 'thumb_360_h': 262, 'thumb_480': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022D2JLTGQ-f3095196b4/image_480.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_480_w': 480, 'thumb_480_h': 349, 'thumb_160': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022D2JLTGQ-f3095196b4/image_160.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_720': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022D2JLTGQ-f3095196b4/image_720.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_720_w': 720, 'thumb_720_h': 523, 'thumb_800': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022D2JLTGQ-f3095196b4/image_800.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_800_w': 800, 'thumb_800_h': 581, 'thumb_960': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022D2JLTGQ-f3095196b4/image_960.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_960_w': 960, 'thumb_960_h': 698, 'thumb_1024': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F022D2JLTGQ-f3095196b4/image_1024.png?t=xoxe-1861879185255-2068564688150-2068564727718-519dfbdd8f50e154f7dac1ab76bfc0d2', 'thumb_1024_w': 1024, 'thumb_1024_h': 744, 'original_w': 1072, 'original_h': 779, 'thumb_tiny': 'AwAiADC8SSrMQRtPTPWnROXQHbjPbNMUfu5MBep6GiDAiX7o+lJIbJepoNHeg0xAGoJGDRt96CODQBEp/dyYZep5A6Ulu37pfmB+gxS7v3Uh3HjPOOlJbndCvzZ464xmgb3Ju9Heg+1NOSe1JsQ+g9DTRux2oO72pgMUkxyZPQmmwEmNck0q/wCrk+ppsH+qWmthvcn70tJ/FS0hBRRRQB//2Q==', 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01RW2X7S9Z/F022D2JLTGQ/image.png', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F022D2JLTGQ-04d54715ac', 'is_starred': False, 'has_rich_preview': False}]",0.0,0.0,,finalproject
message,,1620824120.0239,U01RW2X7S9Z,or the previous one,,36c03722-c1ab-4a40-86a2-97e0b2118fee,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7e12d75d168a', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1880105796643_7e12d75d168ae25c167d_72.jpg', 'first_name': 'Alexandre', 'real_name': 'Alexandre Sommerkamp', 'display_name': 'Alexandre Sommerkamp', 'team': 'T01RBRV5F7H', 'name': 'alex.c.skp', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '=gSL', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'or the previous one'}]}]}]",1620823548.0206,U01RN7BVD1C,"[{'name': '+1', 'users': ['U01S7BM4N81', 'U01RN7BVD1C'], 'count': 2}]",,,,,,,,,,,,,,finalproject
message,,1620824136.0242,U01S7BM4N81,or this one,,82226b98-154b-4871-8e50-5a9a9396ac67,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'ooJH', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'or this one'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620824136.0244,U01S7BM4N81,<https://chart-history.net/german-complete/>,,11efbe2d-3067-43db-ae79-f7e1e20784d6,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'DlmjU', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://chart-history.net/german-complete/'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620824148.0246,U01RW2X7S9Z,"is not as straightforward but if you can find your selector for the previous week, you can access it straight away and keep going as far as you want",,c66d68ab-14dc-47bb-866e-b23082da96d9,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7e12d75d168a', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1880105796643_7e12d75d168ae25c167d_72.jpg', 'first_name': 'Alexandre', 'real_name': 'Alexandre Sommerkamp', 'display_name': 'Alexandre Sommerkamp', 'team': 'T01RBRV5F7H', 'name': 'alex.c.skp', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'u2mQ', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'is not as straightforward but if you can find your selector for the previous week, you can access it straight away and keep going as far as you want'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620824225.025,U01RN7BVD1C,"ah yeah ok I will try my luck with that previous week thing :slightly_smiling_face:
Thanks a lot alex and thamo",,01349f4b-c2f7-4747-9dd4-7cb7e58f2749,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '55e0c1b57456', 'image_72': 'https://avatars.slack-edge.com/2021-03-20/1882033802643_55e0c1b574562994417f_72.jpg', 'first_name': 'Josephine', 'real_name': 'Josephine Biedermann', 'display_name': 'Phine', 'team': 'T01RBRV5F7H', 'name': 'josephinebiedermann', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'j/ia', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'ah yeah ok I will try my luck with that previous week thing '}, {'type': 'emoji', 'name': 'slightly_smiling_face'}, {'type': 'text', 'text': '\nThanks a lot alex and thamo'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,,,,,,finalproject
message,,1620824440.0252,U01S7KCL3DF,"<https://github.com/jast92/corona-impact-on-DE-music>

this project used <http://www.offiziellecharts.de/>

maybe the secret lies in their code? :eyes:",,793d9203-e31d-4851-94e7-e364ec010b97,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '17b52091bb62', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1875964347925_17b52091bb62c2340b4c_72.png', 'first_name': 'Sam', 'real_name': 'Sam Katterfield', 'display_name': 'Sam', 'team': 'T01RBRV5F7H', 'name': 'samkatterfield', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'tF3o', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'link', 'url': 'https://github.com/jast92/corona-impact-on-DE-music'}, {'type': 'text', 'text': '\n\nthis project used '}, {'type': 'link', 'url': 'http://www.offiziellecharts.de/'}, {'type': 'text', 'text': '\n\nmaybe the secret lies in their code? '}, {'type': 'emoji', 'name': 'eyes'}]}]}]",1620823548.0206,U01RN7BVD1C,,,,,,,,,,"[{'fallback': 'jast92/corona-impact-on-DE-music', 'title': 'jast92/corona-impact-on-DE-music', 'footer': '<https://github.com/jast92/corona-impact-on-DE-music|jast92/corona-impact-on-DE-music>', 'id': 1, 'footer_icon': 'https://github.githubassets.com/favicon.ico', 'ts': 1607541916, 'color': '24292f', 'fields': [{'title': 'Language', 'value': 'Jupyter Notebook', 'short': True}, {'title': 'Last updated', 'value': '3 months ago', 'short': True}], 'mrkdwn_in': ['text', 'fields'], 'bot_id': 'B01RM0CJC4X', 'app_unfurl_url': 'https://github.com/jast92/corona-impact-on-DE-music', 'is_app_unfurl': True}, {'title': 'Home - Offizielle Deutsche Charts', 'title_link': 'http://www.offiziellecharts.de/', 'text': 'Hier gibt’s die Offiziellen Deutschen Charts in ihrer ganzen Vielfalt. Denn: Hier zählt die Musik.', 'fallback': 'Home - Offizielle Deutsche Charts', 'from_url': 'http://www.offiziellecharts.de/', 'service_icon': 'https://www.offiziellecharts.de/templates/gfktemplate/favicon.ico', 'service_name': 'offiziellecharts.de', 'id': 1, 'original_url': 'http://www.offiziellecharts.de/'}]",,,,,finalproject
message,,1620825145.0256,U01RN7BVD1C,"uh you are a genius Sam, I will look at this as well now :slightly_smiling_face:",,d94e0dcf-43a1-4a94-91b4-66a4546b77d8,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '55e0c1b57456', 'image_72': 'https://avatars.slack-edge.com/2021-03-20/1882033802643_55e0c1b574562994417f_72.jpg', 'first_name': 'Josephine', 'real_name': 'Josephine Biedermann', 'display_name': 'Phine', 'team': 'T01RBRV5F7H', 'name': 'josephinebiedermann', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': '+r4Mi', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'uh you are a genius Sam, I will look at this as well now '}, {'type': 'emoji', 'name': 'slightly_smiling_face'}]}]}]",1620823548.0206,U01RN7BVD1C,"[{'name': 'wink', 'users': ['U01S7KCL3DF'], 'count': 1}]",,,,,,,,,,,,,,finalproject
message,,1620828628.0308,U01RSRE0N3D,"<!channel>, please find the schedule for tomorrow below. :dancing_dog:Timeslots will be 10 mins (1 mins pitch, 5 min feedback, 4 min slack) I will cut you off if you take more than 2 mins, please plan accordingly!
We are going to be in a breakout room and call you at the corresponding time, talk soon.

Thamo - 9:30
Alex - 9:40
Andrea - 9:50
Anja - 10:00
Antonio - 10:10
Davis - 10:30
Federico - 10:40
Francisco - 10:50
Isabel - 11:00
Jalal - 11:10
Jennipher - 11:30
Jerrit - 11:40
Josephine - 11:50
Karina - 12:00
Lilla - 12:20
Marian - 12:30
Olubunmi - 12:40
Peter George - 12:50
Preby - 14:00
Sam - 14:10
Simon - 14:20
Tony - 14:30

PM me if you have any questions/remarks :v:",,bdd91809-38fb-456c-915d-9187a585a5b2,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '5b0571ca5e6f', 'image_72': 'https://avatars.slack-edge.com/2021-03-18/1876877550179_5b0571ca5e6fe1f759fe_72.jpg', 'first_name': 'Kosta', 'real_name': 'Kosta', 'display_name': 'Kosta', 'team': 'T01RBRV5F7H', 'name': 'kostadin.mitkov', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'WZsX', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'broadcast', 'range': 'channel'}, {'type': 'text', 'text': ', please find the schedule for tomorrow below. '}, {'type': 'emoji', 'name': 'dancing_dog'}, {'type': 'text', 'text': 'Timeslots will be 10 mins (1 mins pitch, 5 min feedback, 4 min slack) I will cut you off if you take more than 2 mins, please plan accordingly!\nWe are going to be in a breakout room and call you at the corresponding time, talk soon.\n\nThamo - 9:30\nAlex - 9:40\nAndrea - 9:50\nAnja - 10:00\nAntonio - 10:10\nDavis - 10:30\nFederico - 10:40\nFrancisco - 10:50\nIsabel - 11:00\nJalal - 11:10\nJennipher - 11:30\nJerrit - 11:40\nJosephine - 11:50\nKarina - 12:00\nLilla - 12:20\nMarian - 12:30\nOlubunmi - 12:40\nPeter George - 12:50\nPreby - 14:00\nSam - 14:10\nSimon - 14:20\nTony - 14:30\n\nPM me if you have any questions/remarks '}, {'type': 'emoji', 'name': 'v'}]}]}]",1620828628.0308,,"[{'name': 'raised_hands', 'users': ['U01S7BM4N81', 'U01S0P26NKD', 'U01RN7BVD1C', 'U01SK96QF5E'], 'count': 4}]",8.0,6.0,1620833984.0373,"['U01S7BM4N81', 'U01RSRE0N3D', 'U01RW140HBP', 'U01S7KCL3DF', 'U01RW2X7S9Z', 'U01SK96QF5E']","[{'user': 'U01S7BM4N81', 'ts': '1620828646.031000'}, {'user': 'U01RSRE0N3D', 'ts': '1620828670.031400'}, {'user': 'U01RW140HBP', 'ts': '1620828768.031700'}, {'user': 'U01S7KCL3DF', 'ts': '1620828787.031900'}, {'user': 'U01RW140HBP', 'ts': '1620829477.032500'}, {'user': 'U01RSRE0N3D', 'ts': '1620829510.032700'}, {'user': 'U01RW2X7S9Z', 'ts': '1620830799.033600'}, {'user': 'U01SK96QF5E', 'ts': '1620833984.037300'}]",0.0,1.0,1620833984.0373,,,,,"{'user': 'U01RSRE0N3D', 'ts': '1620829467.000000'}",finalproject
message,,1620828646.031,U01S7BM4N81,Thanks Kosta :slightly_smiling_face:,,916cd0e4-26c0-44fb-aeeb-218417f3cdbf,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}","[{'type': 'rich_text', 'block_id': 'kug0', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Thanks Kosta '}, {'type': 'emoji', 'name': 'slightly_smiling_face'}]}]}]",1620828628.0308,U01RSRE0N3D,,,,,,,,,,,,,,,finalproject
