client_msg_id,type,text,user,ts,team,user_team,source_team,user_profile,attachments,blocks,thread_ts,reply_count,reply_users_count,latest_reply,reply_users,replies,is_locked,subscribed,last_read,reactions,edited,parent_user_id,bot_id,bot_profile,files,upload,display_as_bot,subtype,inviter,topic
,message,,U01S7KCL3DF,1618235798.0084,,,,,,,1618232555.0069,,,,,,,,,,,U01SJKB2MG8,,,"[{'id': 'F01TTKKDSS2', 'created': 1618235794, 'timestamp': 1618235794, 'name': 'image.png', 'title': 'image.png', 'mimetype': 'image/png', 'filetype': 'png', 'pretty_type': 'PNG', 'user': 'U01S7KCL3DF', 'editable': False, 'size': 330356, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01TTKKDSS2/image.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01TTKKDSS2/download/image.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_64': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TTKKDSS2-4c4cc1aaa6/image_64.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_80': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TTKKDSS2-4c4cc1aaa6/image_80.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TTKKDSS2-4c4cc1aaa6/image_360.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360_w': 360, 'thumb_360_h': 274, 'thumb_480': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TTKKDSS2-4c4cc1aaa6/image_480.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_480_w': 480, 'thumb_480_h': 365, 'thumb_160': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01TTKKDSS2-4c4cc1aaa6/image_160.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'original_w': 500, 'original_h': 380, 'thumb_tiny': 'AwAkADAlIXkjP/66iEo7rUs+CMZqucDHI/Gg0sPSYsdqxlj/APWqZgVXcQOMZApLcBVJAXk9qdP80fpyKyk3fQLIUDgYApQPYUL90UtaoLFQ5JyfXBI71N5I60I57qOfSpRipTY5MSOIR596HTcBmn7hQSMYot1JuNAwMUUmADwSaAead9bDuVPNYAc9KfDIzSqpPBqGnwf65a0exBd2ikYBUJHYZp1JJ/q2+hrMZT81/WjzXx1plFa2Ef/Z', 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01S7KCL3DF/F01TTKKDSS2/image.png', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F01TTKKDSS2-7d19fbdf98', 'is_starred': False, 'has_rich_preview': False}]",0.0,0.0,,,
,message,results from poll,U01RSRE0N3D,1618235865.009,,,,,,"[{'type': 'rich_text', 'block_id': '4gM', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'results from poll'}]}]}]",1618235865.009,1.0,1.0,1618236004.0105,['U01RN7BVD1C'],"[{'user': 'U01RN7BVD1C', 'ts': '1618236004.010500'}]",0.0,1.0,1618236004.0105,,,,,,"[{'id': 'F01U0KD1WGK', 'created': 1618235855, 'timestamp': 1618235855, 'name': 'Screenshot 2021-04-12 at 15.57.08.png', 'title': 'Screenshot 2021-04-12 at 15.57.08.png', 'mimetype': 'image/png', 'filetype': 'png', 'pretty_type': 'PNG', 'user': 'U01RSRE0N3D', 'editable': False, 'size': 107791, 'mode': 'hosted', 'is_external': False, 'external_type': '', 'is_public': True, 'public_url_shared': False, 'display_as_bot': False, 'username': '', 'url_private': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01U0KD1WGK/screenshot_2021-04-12_at_15.57.08.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'url_private_download': 'https://files.slack.com/files-pri/T01RBRV5F7H-F01U0KD1WGK/download/screenshot_2021-04-12_at_15.57.08.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_64': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0KD1WGK-7c8ffd6c13/screenshot_2021-04-12_at_15.57.08_64.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_80': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0KD1WGK-7c8ffd6c13/screenshot_2021-04-12_at_15.57.08_80.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0KD1WGK-7c8ffd6c13/screenshot_2021-04-12_at_15.57.08_360.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_360_w': 240, 'thumb_360_h': 360, 'thumb_480': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0KD1WGK-7c8ffd6c13/screenshot_2021-04-12_at_15.57.08_480.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_480_w': 320, 'thumb_480_h': 480, 'thumb_160': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0KD1WGK-7c8ffd6c13/screenshot_2021-04-12_at_15.57.08_160.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_720': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0KD1WGK-7c8ffd6c13/screenshot_2021-04-12_at_15.57.08_720.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_720_w': 480, 'thumb_720_h': 720, 'thumb_800': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0KD1WGK-7c8ffd6c13/screenshot_2021-04-12_at_15.57.08_800.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_800_w': 533, 'thumb_800_h': 800, 'thumb_960': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0KD1WGK-7c8ffd6c13/screenshot_2021-04-12_at_15.57.08_960.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_960_w': 639, 'thumb_960_h': 960, 'thumb_1024': 'https://files.slack.com/files-tmb/T01RBRV5F7H-F01U0KD1WGK-7c8ffd6c13/screenshot_2021-04-12_at_15.57.08_1024.png?t=xoxe-1861879185255-2047593969042-2053756158948-4cf6552631c579c36efd5d2fd242de30', 'thumb_1024_w': 682, 'thumb_1024_h': 1024, 'original_w': 778, 'original_h': 1168, 'thumb_tiny': 'AwAwAB+rwepP5UcDoTn6Ugzjq1G0D+9+lABmlGO5P5U35fVvypMnHXigBw6dP1oOMdP1pAMj7pNGxv7p/KgBtL2pdrehpDxwRzQA4DjoKQ4x0H4Um04zSdaAF49DR2pQhJx/WlMbAZOPzp2YXP/Z', 'permalink': 'https://data-ft-ber-03-2021.slack.com/files/U01RSRE0N3D/F01U0KD1WGK/screenshot_2021-04-12_at_15.57.08.png', 'permalink_public': 'https://slack-files.com/T01RBRV5F7H-F01U0KD1WGK-78fbb9ce24', 'is_starred': False, 'has_rich_preview': False}]",0.0,0.0,,,
1b528e54-7c5c-4b50-aff6-f5a31b3fc8e9,message,"I think I just need to practice more katas in my free time.

In my case, I often do not know how to approach the katas or where to begin at all. So I think I just need to break it down somehow.",U01RXCQHMHT,1618235932.0102,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '7290c61c38a0', 'image_72': 'https://avatars.slack-edge.com/2021-03-22/1898002028225_7290c61c38a01ad66680_72.jpg', 'first_name': 'Thanh', 'real_name': 'Thanh Tung Ha Thuc DAFT Berlin March 2021', 'display_name': 'Tony Ha', 'team': 'T01RBRV5F7H', 'name': 'tony.hathuc', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'G2e=', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I think I just need to practice more katas in my free time.\n\nIn my case, I often do not know how to approach the katas or where to begin at all. So I think I just need to break it down somehow.'}]}]}]",,,,,,,,,,"[{'name': 'raised_hands', 'users': ['U01RN7BVD1C', 'U01S7KCL3DF', 'U01RSRE0N3D'], 'count': 3}]",,,,,,,,,,
b0329cca-8dc9-44cf-b5cd-c446267f6d06,message,"maybe we could do a : how to approach which kind of question.
Usually i have an idea, but dont get the structure on how to put it in the kata :disappointed:",U01RN7BVD1C,1618236004.0105,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '55e0c1b57456', 'image_72': 'https://avatars.slack-edge.com/2021-03-20/1882033802643_55e0c1b574562994417f_72.jpg', 'first_name': 'Josephine', 'real_name': 'Josephine Biedermann', 'display_name': 'Phine', 'team': 'T01RBRV5F7H', 'name': 'josephinebiedermann', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 't2ZV', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'maybe we could do a : how to approach which kind of question.\nUsually i have an idea, but dont get the structure on how to put it in the kata '}, {'type': 'emoji', 'name': 'disappointed'}]}]}]",1618235865.009,,,,,,,,,"[{'name': 'heavy_plus_sign', 'users': ['U01SK96QF5E'], 'count': 1}, {'name': '+1', 'users': ['U01RSRE0N3D'], 'count': 1}]",,U01RSRE0N3D,,,,,,,,
d10f6eca-01e7-4203-958c-82ccc5e7eafd,message,"<!channel>,
the Solution notebook for the `enumerate()` Kata is available here <https://www.notion.so/ironhack/f04376c779aa462793d49e927acd2f9b?v=b1f5bff5716c4915be65ce410a9d1166>",U01SJKB2MG8,1618238065.0116,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '88fa894fdb53', 'image_72': 'https://avatars.slack-edge.com/2021-03-19/1885033153332_88fa894fdb5366452adf_72.jpg', 'first_name': 'Florian', 'real_name': 'Florian Titze', 'display_name': 'Flo Titze', 'team': 'T01RBRV5F7H', 'name': 'florian.titze', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'ironhack on Notion', 'title': 'Katas', 'title_link': 'https://www.notion.so/ironhack/f04376c779aa462793d49e927acd2f9b?v=b1f5bff5716c4915be65ce410a9d1166', 'text': 'A new tool for teams &amp; individuals that blends everyday work apps into one.', 'fallback': 'ironhack on Notion: Katas', 'from_url': 'https://www.notion.so/ironhack/f04376c779aa462793d49e927acd2f9b?v=b1f5bff5716c4915be65ce410a9d1166', 'id': 1, 'original_url': 'https://www.notion.so/ironhack/f04376c779aa462793d49e927acd2f9b?v=b1f5bff5716c4915be65ce410a9d1166'}]","[{'type': 'rich_text', 'block_id': '76m6K', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'broadcast', 'range': 'channel'}, {'type': 'text', 'text': ',\nthe Solution notebook for the '}, {'type': 'text', 'text': 'enumerate()', 'style': {'code': True}}, {'type': 'text', 'text': ' Kata is available here '}, {'type': 'link', 'url': 'https://www.notion.so/ironhack/f04376c779aa462793d49e927acd2f9b?v=b1f5bff5716c4915be65ce410a9d1166'}]}]}]",,,,,,,,,,"[{'name': 'white_check_mark', 'users': ['U01RXCQHMHT'], 'count': 1}, {'name': '+1', 'users': ['U01S133DZ9A'], 'count': 1}]",,,,,,,,,,
d7a92443-d8a3-4217-b50f-0a89b3e1f8de,message,"what time is the Kata, today?",U01S79YDELR,1617632522.0006,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '606def897de6', 'image_72': 'https://avatars.slack-edge.com/2021-03-22/1910932493456_606def897de66681d932_72.jpg', 'first_name': '', 'real_name': 'Karina Condeixa', 'display_name': 'Karina Condeixa', 'team': 'T01RBRV5F7H', 'name': 'karina.condeixa', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': '57PI', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'what time is the Kata, today?'}]}]}]",1617632522.0006,1.0,1.0,1617632908.0015,['U01S79YDELR'],"[{'user': 'U01S79YDELR', 'ts': '1617632908.001500'}]",0.0,0.0,,,,,,,,,,,,
58cb8968-b25c-450e-a125-28b6d1a7acf8,message,"I left it up to you all to talk to the TAs if you wanted to do Katas today … so up to you! I just posted this on general :
*siand the LT (she/her)*  [16:22]
I think Flo and Kosta might be busy, but if anyone wants to do a basic sql kata with me in the next hour add a :+1: to this thread :slightly_smiling_face:",U01RW140HBP,1617632579.0014,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '4c43a3a8d10b', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1895736308209_4c43a3a8d10bc2fe5e13_72.png', 'first_name': 'siand', 'real_name': 'siand the LT (she/her)', 'display_name': 'siand the LT (she/her)', 'team': 'T01RBRV5F7H', 'name': 'sian.davies', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'jggS', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I left it up to you all to talk to the TAs if you wanted to do Katas today … so up to you! I just posted this on general :\n'}, {'type': 'text', 'text': 'siand the LT (she/her)', 'style': {'bold': True}}, {'type': 'text', 'text': '\xa0\xa0[16:22]\nI think Flo and Kosta might be busy, but if anyone wants to do a basic sql kata with me in the next hour add a\xa0'}, {'type': 'emoji', 'name': '+1'}, {'type': 'text', 'text': '\xa0to this thread\xa0'}, {'type': 'emoji', 'name': 'slightly_smiling_face'}]}]}]",,,,,,,,,,,,,,,,,,,,
c9642df5-7195-41b3-92dd-92adcf5f9953,message,"I will jump to the ML lab then, to try to finish it.",U01S79YDELR,1617632908.0015,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '606def897de6', 'image_72': 'https://avatars.slack-edge.com/2021-03-22/1910932493456_606def897de66681d932_72.jpg', 'first_name': '', 'real_name': 'Karina Condeixa', 'display_name': 'Karina Condeixa', 'team': 'T01RBRV5F7H', 'name': 'karina.condeixa', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'fKdo', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'I will jump to the ML lab then, to try to finish it.'}]}]}]",1617632522.0006,,,,,,,,,,,U01S79YDELR,,,,,,,,
4c644f09-8add-4843-b0fc-8e03b9269744,message,"Did you already give your feedback and wondering what to do?
Here is an *<https://www.codewars.com/kata/5ce9c1000bab0b001134f5af/train/python|easy kata>* to keep you busy :v:

Task:
*Input*: number from 1 to 12 for the month
*Output*: number from 1 to 4 for the quarter corresponding to the given month",U01RSRE0N3D,1617349621.0023,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '5b0571ca5e6f', 'image_72': 'https://avatars.slack-edge.com/2021-03-18/1876877550179_5b0571ca5e6fe1f759fe_72.jpg', 'first_name': 'Kosta', 'real_name': 'Kosta', 'display_name': 'Kosta', 'team': 'T01RBRV5F7H', 'name': 'kostadin.mitkov', 'is_restricted': False, 'is_ultra_restricted': False}","[{'service_name': 'Codewars', 'title': 'Training on Quarter of the year | Codewars', 'title_link': 'https://www.codewars.com/kata/5ce9c1000bab0b001134f5af/train/python', 'text': 'Codewars is where developers achieve code mastery through challenge. Train on kata in the dojo and reach your highest potential.', 'fallback': 'Codewars: Training on Quarter of the year | Codewars', 'from_url': 'https://www.codewars.com/kata/5ce9c1000bab0b001134f5af/train/python', 'thumb_url': 'https://www.codewars.com/assets/logos/logo-square-paper-bg-c3d2b1eb4fb35d75b0c0c0e3b74616fab527afdce9d1d3184624cf0b4e950357.jpg', 'thumb_width': 200, 'thumb_height': 200, 'service_icon': 'https://www.codewars.com/favicon.ico', 'id': 1, 'original_url': 'https://www.codewars.com/kata/5ce9c1000bab0b001134f5af/train/python'}]","[{'type': 'rich_text', 'block_id': 'R52kp', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'Did you already give your feedback and wondering what to do?\nHere is an '}, {'type': 'link', 'url': 'https://www.codewars.com/kata/5ce9c1000bab0b001134f5af/train/python', 'text': 'easy kata', 'style': {'bold': True}}, {'type': 'text', 'text': ' to keep you busy '}, {'type': 'emoji', 'name': 'v'}, {'type': 'text', 'text': '\n\nTask:\n'}, {'type': 'text', 'text': 'Input', 'style': {'bold': True}}, {'type': 'text', 'text': ': number from 1 to 12 for the month\n'}, {'type': 'text', 'text': 'Output', 'style': {'bold': True}}, {'type': 'text', 'text': ': number from 1 to 4 for the quarter corresponding to the given month'}]}]}]",1617349621.0023,20.0,5.0,1617355081.0096,"['U01RSRE0N3D', 'U01S7BM4N81', 'U01S1CWGTU4', 'U01RW2X7S9Z', 'U01RKN0EGDV']","[{'user': 'U01RSRE0N3D', 'ts': '1617350254.003000'}, {'user': 'U01S7BM4N81', 'ts': '1617350261.003200'}, {'user': 'U01S1CWGTU4', 'ts': '1617350740.003700'}, {'user': 'U01RSRE0N3D', 'ts': '1617350997.004200'}, {'user': 'U01RSRE0N3D', 'ts': '1617351001.004400'}, {'user': 'U01RW2X7S9Z', 'ts': '1617351060.004600'}, {'user': 'U01S7BM4N81', 'ts': '1617352031.006000'}, {'user': 'U01RW2X7S9Z', 'ts': '1617352074.006300'}, {'user': 'U01RKN0EGDV', 'ts': '1617352086.006500'}, {'user': 'U01RKN0EGDV', 'ts': '1617352115.006700'}, {'user': 'U01RW2X7S9Z', 'ts': '1617352132.006900'}, {'user': 'U01S7BM4N81', 'ts': '1617352360.007100'}, {'user': 'U01RW2X7S9Z', 'ts': '1617352527.007300'}, {'user': 'U01RW2X7S9Z', 'ts': '1617352529.007500'}, {'user': 'U01RW2X7S9Z', 'ts': '1617352551.007700'}, {'user': 'U01RW2X7S9Z', 'ts': '1617352585.008100'}, {'user': 'U01RW2X7S9Z', 'ts': '1617352607.008500'}, {'user': 'U01RW2X7S9Z', 'ts': '1617352634.008900'}, {'user': 'U01RW2X7S9Z', 'ts': '1617352734.009400'}, {'user': 'U01S7BM4N81', 'ts': '1617355081.009600'}]",0.0,1.0,1617355081.0096,"[{'name': 'sweat_smile', 'users': ['U01RKN0EGDV', 'U01RN7BVD1C', 'U01S7BM4N81', 'U01SK96QF5E'], 'count': 4}, {'name': '+1', 'users': ['U01RW140HBP', 'U01S7BM4N81', 'U01S133DZ9A'], 'count': 3}]",,,,,,,,,,
7cdaf1c6-06a5-4413-973b-56812aebbc25,message,"As always, share your solutions here:",U01RSRE0N3D,1617350254.003,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '5b0571ca5e6f', 'image_72': 'https://avatars.slack-edge.com/2021-03-18/1876877550179_5b0571ca5e6fe1f759fe_72.jpg', 'first_name': 'Kosta', 'real_name': 'Kosta', 'display_name': 'Kosta', 'team': 'T01RBRV5F7H', 'name': 'kostadin.mitkov', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'ohn', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'As always, share your solutions here:'}]}]}]",1617349621.0023,,,,,,,,,,,U01RSRE0N3D,,,,,,,,
686f7dd1-dbe2-4fba-9d8c-e2430e424aa1,message,"`if month in range(1,4):`
        `return 1`
    `elif month in range(4,7):`
        `return 2`
    `elif month in range (7,10):`
        `return 3`
    `elif month in range (9,13):`
        `return 4`",U01S7BM4N81,1617350261.0032,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '2adfc641e87e', 'image_72': 'https://avatars.slack-edge.com/2021-04-16/1994438084416_2adfc641e87e3a953d9c_72.png', 'first_name': 'Thamo', 'real_name': 'Thamo', 'display_name': 'Thamo', 'team': 'T01RBRV5F7H', 'name': 'thamokoeper', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'IT0', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'if month in range(1,4):', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '        return 1', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '    elif month in range(4,7):', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '        return 2', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '    elif month in range (7,10):', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '        return 3', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '    elif month in range (9,13):', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '        return 4', 'style': {'code': True}}]}]}]",1617349621.0023,,,,,,,,,"[{'name': 'raised_hands', 'users': ['U01RSRE0N3D', 'U01S1CWGTU4'], 'count': 2}]",,U01RSRE0N3D,,,,,,,,
fe640161-fa73-45ea-831a-104e9c436163,message,"```def quarter_of(month):
    if month &lt; 4:
        return 1
    elif month &gt;= 4 and month &lt; 7:
        return 2
    elif month &gt;=7 and month &lt; 10:
        return 3
    elif month &gt;=10 and month &lt;= 12:
        return 4
    else: 
        return ""this is not a month number""```
",U01S1CWGTU4,1617350740.0037,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '09076999792d', 'image_72': 'https://avatars.slack-edge.com/2021-03-21/1868032103895_09076999792d539af81c_72.png', 'first_name': '', 'real_name': 'Antonio Saleme Sastre', 'display_name': 'Antonio Saleme Sastre', 'team': 'T01RBRV5F7H', 'name': 'salemesastre', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'H=qd', 'elements': [{'type': 'rich_text_preformatted', 'elements': [{'type': 'text', 'text': 'def quarter_of(month):\n    if month < 4:\n        return 1\n    elif month >= 4 and month < 7:\n        return 2\n    elif month >=7 and month < 10:\n        return 3\n    elif month >=10 and month <= 12:\n        return 4\n    else: \n        return ""this is not a month number""'}]}, {'type': 'rich_text_section', 'elements': []}]}]",1617349621.0023,,,,,,,,,"[{'name': 'catjam', 'users': ['U01S7BM4N81'], 'count': 1}, {'name': 'raised_hands', 'users': ['U01S7BM4N81'], 'count': 1}]",,U01RSRE0N3D,,,,,,,,
59d22553-6283-4dc6-bd60-e78ec8d7748c,message,"<@U01S1CWGTU4>, thanks for sharing! You can simplify the code more, there is a redundancy: the `elif` only activates `if` if is *False*, check this out:",U01RSRE0N3D,1617350997.0042,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '5b0571ca5e6f', 'image_72': 'https://avatars.slack-edge.com/2021-03-18/1876877550179_5b0571ca5e6fe1f759fe_72.jpg', 'first_name': 'Kosta', 'real_name': 'Kosta', 'display_name': 'Kosta', 'team': 'T01RBRV5F7H', 'name': 'kostadin.mitkov', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'KnRFl', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'user', 'user_id': 'U01S1CWGTU4'}, {'type': 'text', 'text': ', thanks for sharing! You can simplify the code more, there is a redundancy: the '}, {'type': 'text', 'text': 'elif', 'style': {'code': True}}, {'type': 'text', 'text': ' only activates '}, {'type': 'text', 'text': 'if', 'style': {'code': True}}, {'type': 'text', 'text': ' if is '}, {'type': 'text', 'text': 'False', 'style': {'bold': True}}, {'type': 'text', 'text': ', check this out:'}]}]}]",1617349621.0023,,,,,,,,,,,U01RSRE0N3D,,,,,,,,
8652f5bb-8405-478c-a695-2dfd2258b317,message,"`def quarter_of(month):`
    `if month &lt;= 3:`
        `return 1`
    `elif month &lt;= 6:`
        `return 2`
    `elif month &lt;= 9:`
        `return 3`
    `else:`
        `return 4`",U01RSRE0N3D,1617351001.0044,T01RBRV5F7H,T01RBRV5F7H,T01RBRV5F7H,"{'avatar_hash': '5b0571ca5e6f', 'image_72': 'https://avatars.slack-edge.com/2021-03-18/1876877550179_5b0571ca5e6fe1f759fe_72.jpg', 'first_name': 'Kosta', 'real_name': 'Kosta', 'display_name': 'Kosta', 'team': 'T01RBRV5F7H', 'name': 'kostadin.mitkov', 'is_restricted': False, 'is_ultra_restricted': False}",,"[{'type': 'rich_text', 'block_id': 'DUY3d', 'elements': [{'type': 'rich_text_section', 'elements': [{'type': 'text', 'text': 'def quarter_of(month):', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '    if month <= 3:', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '        return 1', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '    elif month <= 6:', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '        return 2', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '    elif month <= 9:', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '        return 3', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '    else:', 'style': {'code': True}}, {'type': 'text', 'text': '\n'}, {'type': 'text', 'text': '        return 4', 'style': {'code': True}}]}]}]",1617349621.0023,,,,,,,,,"[{'name': 'pray', 'users': ['U01S1CWGTU4'], 'count': 1}]",,U01RSRE0N3D,,,,,,,,
